15493302	1	0.998278
15493320	1	1.022614
15493365	1	1.018018
15493374	1	1.004363
15493383	1	1.020637
15493385	1	1.004022
15493399	1	1.008418
15493406	1	1.020615
15493423	1	1.021951
15493482	1	1.024165
15493486	1	0.998042
15493512	1	0.998125
15493514	1	0.998048
15493522	1	0.995941
15493523	1	1.00838
15493549	1	1.024804
15493559	1	0.995941
15493560	1	1.006633
15493564	1	0.998953
15493619	1	1.022509
15493629	1	0.995941
15493634	1	1.003621
15493666	1	1.011435
15493669	1	1.027388
15493706	1	1.011501
15493725	1	1.006488
15493730	1	1.012076
15493781	1	1.0113
15493789	1	1.007656
15493797	1	1.013145
15493833	1	1.007331
15493834	1	1.007072
15493838	1	1.018014
15493876	1	0.998151
15493877	1	1.006364
15493878	1	1.018436
15494018	1	0.998894
15494025	1	1.011108
15494026	1	0.996306
15494027	1	0.996373
15494028	1	1.019335
15494097	1	1.019854
15494109	1	1.018171
15494114	1	1.022785
15494117	1	1.002281
15494120	1	1.00917
15494136	1	1.010783
15494138	1	1.014135
15494185	1	1.022756
15494191	1	1.015784
15494199	1	1.01809
15494219	1	1.015871
15494225	1	1.007991
15494264	1	1.005438
15494272	1	1.020811
15494285	1	1.013239
15494300	1	1.005755
15494301	1	0.999579
15494373	1	1.016638
15494388	1	1.000564
15494391	1	0.996061
15494401	1	1.006922
15494419	1	1.005962
15494443	1	0.99711
15494455	1	0.998612
15494499	1	1.026806
15494504	1	1.000721
15494559	1	1.006681
15494568	1	1.00076
15494584	1	0.996148
15494601	1	0.997307
15494607	1	1.024482
15494618	1	1.016646
15494697	1	1.009882
15494709	1	1.005896
15494737	1	1.012729
15494744	1	1.017369
15494754	1	1.017004
15494772	1	1.026194
15494777	1	1.015284
15494790	1	1.001645
15494820	1	1.002879
15494830	1	1.004678
15494864	1	1.008464
15494874	1	1.011435
15494883	1	1.013583
15494885	1	1.003126
15494948	1	1.021252
15494969	1	0.998192
15495002	1	1.004117
15495030	1	1.020267
15495055	1	1.012067
15495106	1	0.997024
15495111	1	1.001378
15495114	1	0.995941
15495133	1	1.012782
15495195	1	1.003728
15495198	1	1.024649
15495246	1	1.011603
15495325	1	1.026373
15495393	1	1.004345
15495466	1	1.003889
15495544	1	1.010672
15495566	1	1.006434
15495613	1	1.000894
15495640	1	1.01034
15495694	1	1.011142
15495699	1	0.997686
15495742	1	0.999026
15495764	1	1.023612
15495811	1	1.013093
15495818	1	0.998053
15495836	1	1.014057
15495838	1	1.00789
15495839	1	0.995941
15495840	1	1.026878
15495847	1	1.014924
15495857	1	1.022747
15495873	1	1.007027
15495876	1	1.021408
15495898	1	1.0163
15495915	1	1.000579
15495935	1	1.021963
15495951	1	1.019883
15495990	1	1.015096
15496025	1	1.000751
15496056	1	1.020547
15496101	1	1.004176
15496125	1	1.01289
15496136	1	0.997838
15496166	1	1.006097
15496173	1	0.995941
15496174	1	1.019471
15496175	1	1.018567
15496214	1	1.026851
15496230	1	1.012874
15496253	1	1.019303
15496294	1	1.022617
15496325	1	1.01085
15496330	1	1.01354
15496373	1	1.018224
15496396	1	1.010369
15496400	1	1.015493
15496409	1	0.997217
15496428	1	0.995941
15496484	1	0.995941
15496487	1	0.996654
15496488	1	1.013317
15496493	1	1.002006
15496535	1	1.024274
15496558	1	1.012332
15496568	1	0.998072
15496585	1	1.020754
15496650	1	1.004447
15496702	1	1.009131
15496746	1	1.009428
15496770	1	1.01477
15496787	1	0.995941
15496837	1	1.000498
15496853	1	1.006127
15496869	1	1.003298
15496877	1	1.0043
15496937	1	0.995941
15496982	1	0.995941
15496983	1	1.004382
15496991	1	1.004957
15497010	1	1.024763
15497012	1	1.019891
15497039	1	0.998102
15497045	1	0.995941
15497070	1	0.996665
15497073	1	1.006923
15497117	1	1.005983
15497120	1	1.022666
15497148	1	1.010041
